Book-Author
Mark P. O. Morford
Richard Bruce Wright
Carlo D'Este
Tulku Thondup Rinpoche
Antonio Orejudo
MARION ZIMMER BRADLEY
Holly Black
Christopher Golden
Javier Marias
Jane Green
SANDRA BROWN
Charles Dickinson
Fay Robinson
Lee Magner
Marie Ferrarella
Pamela Bauer
Kim Mckade
J. K. Rowling
Katherine Garbera
Donna Kauffman
Judith Bowen
Heather Graham Pozzessere
Ron Burke
Nancy Warren
Rebecca Flanders
Jamie Denton
Curtiss Ann Matlock
Suzanne Simmons
Diane Farr
Robyn Carr
Margot Dalton
Janis Flores
Kate Welsh
Richard Parry
Richard P. Henrick
H. Jay Riker
Jean Heller
George C. Wilson
L. HEATH
Craig Thomas
Harry Homewood
Susanna Tamaro
J. D. Salinger
Aleramo
Noah Gordon
Jean Craighead George
June Stepansky
Laura Lippman
Philip Roth
William Styron
Roger Zelazny
Malcolm Hillier
T. Pratchett
Pierre Sansot
Primo Levi
Gabriel GarcÃ­a MÃ¡rquez
Cristina Garcia
Naomi Ragen
Janet Wallach
Carolyn G. Hart
Michael Collier
Barbara Pronin
Heather Arnel Paulsen
Stephen R. Covey
Joseph O'Connor
Anne Burton
Frances Fyfield
Dorothy Simpson
Connie May Fowler
Halim
Charles R. Schwab
Barbara Parker
Arto Paasilinna
Richard Dawkins
Frank Herbert
Peter Maas
American Psychiatric Association
Michael Shaara
Donna-Marie Pye
James W. Loewen
Anna Ludlow
Robert Jordan
Sigmund Freud
EUGEN HERRIGEL
St. Augustine
Stanley  Milgram
Sun Tzu
Miyamoto Musashi
Ray Axford
Kenneth Kushner
Elliott Hester
Libby Hathorn
Paul Temple
James Moloney
Dan Parkinson
Kathleen O'Neal Gear
Sophie Schallingher
Josephine Fairley
R. T. Burns
Poul Anderson
Buzz Aldrin
Andrew M Greeley
Beth Saulnier
Ted Conover
Jane Kirkpatrick
Mary Tatem
MITCH ALBOM
Tom Connor
George Carlin
Sarah Louise Delany
Melody Beattie
Harlan Coben
Richard Marcinko
William Bernhardt
Andrew Klavan
Brooke Siler
Matthew McKay
Laurence Roy Stains
David Hopkins
Mihaly Csikszentmihalyi
Lynne Truss
Paul Wilson
Joachim Appel
Whoopi Goldberg
Drew Carey
Jon Winokur
Warren Buckland
Sherry Diestler
Paul Sloane
WILLIAM SAFIRE
William Strunk Jr.
Rosalie Maggio
M. Neil Browne
David M. Buss
David D. Burns
Leil  Lowndes
Roberta Allen
Esme Raji Codell
Harold R. McAlindon
Richard O'Connor
M. L. Rossi
John T. Walbaum
Nina Wise
Caroline Linse
H.C. Andersen
Claire Maria Ford
Warren Farrell Ph.D.
DANIEL KEYES
Tom Holt
Barbara W. Tuchman
Frank Moorhouse
Robert Hughes
Daniel Yergin
Walter Mosley
Pamela Ribon
Rodman Philbrick
Jeannette Batz
Linda Goodnight
Madelyn K. Anderson
Gary Devon
John Beasant
Brad Meltzer
John le Carre
Christopher Isherwood
Viktor E. Frankl
Cheryl Gochnauer
Dennis Lehane
Z. Barnes
Robert Boyer
Johanna Lindsey
Daniel Pennac
Carol Adrienne
Jean-Paul Sartre
Lawrence Sanders
Edward Karl Wagner
Catherine Ryan Hyde
Muniz SodrÃ©
Roberto Schneider
Pedro de Cieza de LeÃ³n
Claire Booss
Proinsias Mac Cana
P W Joyce
Caitlin Matthews
Michael J Caduto
British Museum
Courtney Davis
Blanche Cirker
James Finn Garner
Mark Baker
JONATHAN KELLERMAN
Greg Iles
Scott Adams
Jon Franklin
Roxana Ferllini Timms
Ridley Pearson
Thomas William Simpson
Michael Baden
Richard Bachman
Lee Child
W.R. Mitchell
Dale Brown
Carol O'Connell
SUE GRAFTON
Richard Flanagan
Bradley Smith
Wallace Hamilton
Larry Wolff
Richard D. Mohr
Len Richmond
Michael Bronski
John Boswell
Herbert Hendin
Eric Marcus
Martha Gever
Laurence Goldstein
Patrick Higgins
Marshall Kirk
Gary Schmidgall
Don Shewey
ROBERT H. HOPCKE
Colin Spencer
Trevor Jacques
Lucy R. Lippard
David Gottlieb
Mike Hippler
Eric E. Rofes
Jamie Sams
John Mccollister
Sylvia Browne
Shirley MacLaine
Shakti Gawain
James Redfield
Gabrielle Roth
Oriah Mountain Dreamer
David Buerge
Hal Zina Bennett
Geoffrey Cornelius
Louis Chunovic
Ellis Weiner
Rob Morrow
Jon Scieszka
Ansel E. Adams
Jana Stone
A. C. Bhaktivedanta Swami Prabhupada
Joyce Wilson
Bill D. Moyers
Francis Murphy
Coleman Barks
James Hillman
Lynn Andrews
Douglas A. Skoog
John McMurry
P. W. Atkins
A. A. Milne
Susannah Leigh
Tim Allen
Staff of the Wall St Journal
Bruce Lansky
Patricia Curtis
Carol Himsel Daly
Cynthia Copeland Lewis
Cyndy Salzmann
Ellen Raskin
James Herriot
Marye Anne Fox
D.F. Shriver
Jacqueline Carey
"Debra K., Dr. Shatoff"
Christopher J.  Cramer
Quentin Bell
Raymond D Keene
Kon Grivainis
R. N. Coles
Nancy Farmer
Susanna Moore
Stephen J. Dubner
Sark
Marianne Williamson
Katie Roiphe
Nikos Kazantzakis
BRET EASTON ELLIS
Charles Johnson
Mark Mathabane
Mary Bray Pipher
Jay McInerney
James L. Halperin
Greg Egan
Furio Colombo
George Ancona
Susan Meier
Anna Clarke
Diana Hamilton
Lucy Monroe
Lindsay Armstrong
Emma Darcy
Mary Jo Putney
Chris Sorensen
Erika Pluhar
Iker Jimenez
Eduardo Mendoza
DAN BROWN
"Eugene, Ph.D. Savaiano"
Peter Lerangis
Didier Van Cauwelaert
Katherine Neville
Frederic Beigbeder
Roy Willis
Arturo Perez-Reverte
Alejandro Gandara
Arturo Perez Reverte
Isabel Miller
LaVyrle Spencer
Brian Jacques
Alice Leccese Powers
Arthur Hailey
Jack McDevitt
Terry C. Johnston
Tess Gerritsen
Frederick Forsyth
Mark Frost
Ruth Prawer Jhabvala
Chris Maynard
Ted Anton
Peter Nelson
Per Olov Enquist
Emma Bull
David Weber
Maj Sjowall
Leo Marks
Kenneth M. Pollack
Azar Nafisi
Tony Horwitz
Leif Enger
Betty J. Eadie
H. B. Gilmour
Elizabeth Moran
Lynn Beach
Adele Faber
Patricia Burstein
David Stick
Daley
Alan Dean Foster
Donald F Glut
Peter Jenkins
Earthworks Group
Cindy Ross
Gretchen McHugh
Sharon A. Feaster
R.L. Stine
Anne E. Edwards
Marilyn Kaye
Gordon Korman
Ann M. Martin
Khristine Page
Elaine Coffman
JANE FEATHER
Gaelen Foley
Claire Delacroix
Rachel Gibson
Elizabeth Bevarly
Rosemary Rogers
Maureen Child
Cassie Edwards
Leigh Greenwood
Marsha Canham
Victoria Alexander
Connie Mason
Nan Ryan
Rebecca Brandewyne
Susan Elizabeth Phillips
Brenda Joyce
Pamela Britton
Sandra Hill
Judith Ivory
CANDICE PROCTOR
Madeline Hunter
Linda Francis Lee
Madeline Baker
Josie Litton
Judith Stacy
Sue Civil-Brown
JoAnn Ross
Heather Graham
Patricia Rice
Melanie George
Barbara Dawson Smith
Connie Lane
Lisa Kleypas
Karen Rauch Carter
Emeril Lagasse
Chin-Ning Chu
W. Stone
THOMAS A. STEWART
Pablo Neruda
Marie Simmons
Bettyclare Moffatt
Bob Frissell
Julie Smith
Ellis Peters
John Bayley
Stephen J. Small
Marco Palmieri
Wladyslaw Szpilman
Carmen Carter
Alan Paton
"Anthony, Md. Walker"
Tony DiTerlizzi
Fred Willard
Concha Lopez Narvaez
Richard Wilbur
Martin Suter
Kevin J. Anderson
Wen Spencer
John S. Schuchman
MORGAN LLYWELYN
Elizabeth Moon
Holcomb
Lou Ann Walker
C.S. Friedman
WILLIAM GIBSON
Starhawk
Matthew S. Moore
Bonnie Poitras Tucker
Lillian M. Hines
Lois H. Gresh
Morgan Llywelyn
Ernst Friedrich
Bruce K. Grant
Sherman Wilcox
W. Y. Evans-Wentz
Fiona Horne
Tanya Huff
Douglas Monroe
Mary Coddington
Draja Mickaharic
Teresa Edgerton
Gustave Flaubert
Philip Gourevitch
Nancy Huston
P.D. James
Myla Goldberg
Mary Karr
RAYMOND CHANDLER
Steve Alten
Smithmark Publishing
Nalo Hopkinson
Cynthia Voigt
Barbara Gowdy
Alice Munro
Catherine Gildiner
William Wilkie Collins
Sharlee Dieguez
Stella Gibbons
Maurice A. Williams
Fred Uhlman
Esther Rochon
Matthew Pearl
Arno Gruen
Noah benShea
Elliot Snow
Judith Michael
Patricia Sprinkle
Carolyn Parkhurst
Anthony Bourdain
Lyn Hamilton
David Chase
Frederick S. Perls
Elula Perrin
R.A. Salvatore
Jessica Amanda Salmonson
Jessica Salmonson
Diane Carey
Geraldine Thorsten
Jurt W. Donsbach
Robert Silverberg
Kristine Kathryn Rusch
L. A. Graf
Martina Navratilova
Peter Lear
Marta Randall
Michael Reaves
Jo Clayton
H. Beam Piper
Nick Pollotta
Michael Peak
James Tiptree Jr.
Denning &amp; Phillips
Craig Junjulas
Jan Woudhuysen
Tad Williams
Stephen Smoke
Dale Banks
Raymond E. Feist
Ron Hansen
Phil Rickman
Tracey V. Bateman
Gilbert Morris
Leisha Kelly
Denise Hunter
Jennifer Donnelly
Susan Kearney
B.J. Daniels
Virginia Kelly
Karen Whiddon
Alice Gaines
Jenna Mills
Maggie Shayne
Gordon Buck
ALAN DEAN FOSTER
Kevin Ryan
Elizabeth Doyle
Linda Herring
Simon Winchester
Brad Thor
Jamil I. Toubbeh
M. J. Rose
Douglas R. Hofstadter
Cosima Wagner
Mark Merlis
Camara Laye
William K. Powers
Mary Baker Eddy
Karen McCarthy Brown
John Okada
Milton Murayama
Andrew Sean Greer
"Robert T., Ii Trotter"
RON SUSKIND
Anna Deavere Smith
Roberta Uno
Luis Valdez
LAUREL THATCHER ULRICH
K. Ryan
Chris Bohjalian
Miguel de Cervantes Saavedra
Raymond Carver
EDMOND ROSTAND
TRUMAN CAPOTE
Naomi Epel
Fyodor Dostoyevsky
George Galdorisi Captain
Patrick A. Davis
Eca de Queiros
Charles Kuralt
Cleveland Amory
Susan Fox Rogers
Andrea Mohin
Anthony M. Fauglid
Victoria Christopher Murray
Aiden W. Tozer
Pearl S. Buck
Lois Lowry
Hannah Hurnard
T. D. Jakes
Howard Kaminsky
Caren Lissner
Paul Vincent
Tanja Kinkel
Helga Hegewisch
Donna Leon
Kjell Johansson
Ahne
Henning Mankell
Judy Mercer
Richard Carlson
Patrick Morley
Lael Littke
Arthur Byron Cover
Richard Brightfield
Edward Packard
ELIZABETH GEORGE
Jody Lynn Nye
Larry Niven
John Dechancie
Don H. Debrandt
Norma Kassirer
Sheila Greenwald
Norma Tadlock Johnson
M.L. Kenyon
Susan Shwartz
Laurel Trivelpiece
Vonda N. McIntyre
DAVID BISCHOFF
Steve Perry
Robert N. Charrette
Nyx Smith
Carl Sargent
Nigel D. Findley
Stephen Kenson
Lisa Smedman
Tom Dowd
Mel Odom
Jordan K. Weisman
Caroline Spector
W. E. B. Griffin
Gardner Dozois
ROBERT DOHERTY
Vince Flynn
Margret Rey
SUSANNA KAYSEN
Rebecca Reisert
Jean Dominiqu Bauby
David L. Lindsey
Binnie Kirshenbaum
David Anson Russo
William Shatner
Earl W. Emerson
Mary Brown
Mary Rinehart
Sapphire
Misty Bernall
Shannon Holmes
Franziska Stalmann
Colin Dexter
Pieke Biermann
Claudio Paglieri
Sigrid Heuck
Ian Rankin
Bruce Alexander
Friedrich Ani
Birgit Vanderbeke
Golden Books
H Williams
C. B. Andersen
Susan Meyers
Peter Clover
Alan Garner
Arthur Miller
Robert Fisher
Simon Brett
John Katzenbach
Lynn Kurland
Chip Kidd
Neal Pollack
Richard Adams
Kenzaburo Oe
Pirandello
Carlo Lucarelli
Nicci French
Walter Moers
Robert J. Sawyer
Robert Heinlein
Connie Willis
William Martin
Michael Romkey
Susan R. Sloan
Evan Hunter
Lynn N. Austin
Dava Sobel
J.A. Jance
Aidan Meehan
Sidney D. Kirkpatrick
Angela Huth
Juan Goytisolo
Manuel Rivas
Sherrie Weaver
P.G. Wodehouse
STEPHEN CRANE
Dorothy Leigh Sayers
Martin Walser
Eoin Colfer
Patrick SÃ?Â¼skind
Robert McLiam-Wilson
Florian Illies
Michael Schulman
Shelia Moore
James Alexander Thom
Katharine Graham
Martha Cooley
Dave Pelzer
James Dobson
Graham Nown
Ruth Chew
Julian Gough
Heidi Murkoff
Amanda Cross
Alan Jacobson
Gayle Lynds
Julie Parsons
Brian Moore
Jil Karoly
Maarten 't Hart
Timothy Leary
Ingrid Newkirk
Deborah Curtis
Gary S. Kadet
John G Kemeny
Hanif Kureishi
Gene Prater
Andy Rooney
Toby Young
Joshua Levine
Rufina Philby
Ellen Pollock
L. B. Cowman
Paul Bagdon
Elmer Kelton
Tim LaHaye
Larry  Madaras
Victoria Holt
John R. Miller
James A. Michener
Christina Skye
Stephen E. Ambrose
James Stevenson
Roger Caras
Judith Tarr
George Baxt
Kathy Hepinstall
Benni
Meredith Webber
RITA MAE BROWN
William J. Coughlin
Brizzi
Ana Castillo
George Bernard Shaw
Hella S. Haasse
Arnulf Zitelmann
Karen Cushman
Sophie Dahl
Charlotte Bronte
Julian May
R.A. MacAvoy
R. L. Fisher
MADELEINE L'ENGLE
Slavenka Drakulic
Penelope Fitzgerald
Thomas M. Disch
T. S. Eliot
Sharon Kay Penman
William S. Burroughs
T.H. White
Helene Hanff
Edward Gorman
Kim Newman
Barbara L. Heller
Roland Evans
Kathleen A. Brehony
Robert Drewe
Paolo Maurensig
Carlos Fuentes
Peter Kelder
Dalai Lama
Wladimir Kaminer
Francine Pascal
Arthur Conan Doyle
Jerry B. Jenkins
Marie Morreale
Brooks Whitney
Barbara Park
Katy Hall
JUDY BLUME
Liz Curtis Higgs
Astrid Ericsson Lindgren
Nancy Holder
Diana G. Gallagher
Randi Reisfeld
Cathy West
Patricia Barnes-Svarney
Connie Porter
Patricia Maclachlan
John R. Erickson
E. L. Konigsburg
Robert Harris
Kazuo Ishiguro
John Le CarrÃ©
Jean M. Auel
David Hajdu
Janet Louise Swoboda Lunn
Josep Roca
ISAAC ASIMOV
ZZ Packer
Betina M. Krahn
Mario Puzo
Kinky Friedman
Jolan Chang
Dossie Easton
David Macaulay
Todd Lammle
Terah Kathryn Collins
H.G. WELLS
Juan Villoro
Julio Fuentes
Amin Maalouf
Victoria Thompson
Joy Williams
John Train
Carlos G Valles
J. Patrick Gannon
Philip Goldberg
Odell Shepard
Nancy Pickard
Ethan Black
Bailey White
MÃ¡rio de Carvalho
Editors of Phaidon Press
John Robbins
AYN RAND
Bonnie Bryant
Alison Wearing
James Thurber
Michael Baigent
TONI MORRISON
Rachel Naomi Remen
Jackie Lewin
SUSAN ORLEAN
Crabbe Evers
Nancy Wright
Lisa Langford Heron
Carlos Ruiz Zafon
Peter Cashwell
CARSON MCCULLERS
Bob Woodward
Gabriel Zaid
Khaled Hosseini
Houghton Mifflin Company
James Thomas
Nikolai Vasilevich Gogol
Charles Lewis
Floyd Skloot
Douglas Coupland
Tom Stoppard
Cornel West
Elie Wiesel
Nathan Englander
Susan Carter
Pep Coll
Jose Luis Olaizola
Susan E. Hinton
Louise Cooper
de France Marie
Hugo Marsan
FrÃ©dÃ©ric Beigbeder
Percy Kemp
Miguel Ruiz
Balzac
Jorge Amado
Vincent Ravalec
Antonio Tabucchi
Christina Dodd
Virginia Henley
John Dunning
Gina Berriault
Antonya Nelson
Richard Vetere
Ann Thornhill
Erik Quisling
Dianna Booher
Grant Naylor
Graham Masterton
DOMINICK DUNNE
Dai Sijie
Louise Bagshawe
Richard Nelson Bolles
Jenny Newman
Charles W. Sweeney
Conrad Allen
Marie Arana
A. V. Sellwood
James Lucas
William Zimmer
Robert A. Miller
George Wilson
Donald R. Burgett
Bonnie Angelo
Lawrence Otis Graham
Raymond Strait
HAMPTON SIDES
William W. Putney
WOLFGANG SAMUEL
Ron Naveen
Sean Flannery
WILLIAM SARABANDE
Dorothy Glenn
Allan W. Eckert
James Kelman
Kitty Kelley
PAMELA KAUFMAN
Michael Levey
Joanna Richardson
Miriam Gurko
Monica Ferris
Sheila L. Skemp
Barbara Wertheim Tuchman
Katie Hickman
Maria Perry
Brian Dolan
Bertram Fields
Frances Hill
Jane Newdick
Andrew Morton
Iyanla Vanzant
Ellen Michaud
Ekaterina Gordeeva
The Staff of Research &amp; Education Association
Camilla T. Crespi
Peter McWilliams
MARY HIGGINS CLARK
Michael Broder
Janet Luhrs
Barbara De Angelis
JOSEPH CONRAD
Blu Greenberg
Mary Ann Mitchell
Patrick Wood
Jari Tervo
Jacques Prevert
Nick Bantock
Mary Maruca
Italo Calvino
Thomas Block
Suzette Haden Elgin
M. J. Ryan
Cornwell Patricia
J. M. Coetzee
Alex Garland
Joy Fielding
Nathaniel Philbrick
Jude Watson
Bstan-Dzin-Rgya-Mtsho
E. Donnall Thomas Jr.
Shena Mackay
J. M O'Neill
Penina Keen Spinka
Mary Renault
Christian Bobin
Jean-Dominique Bauby
ERNEST J. GAINES
T. A. Barron
Isak Dinesen
Janet Ahlberg
Joseph Finder
Dan McNeill
Master Lam Kam-Chuen
Lawrence Block
George Eliot
Erica Spindler
Phoebe Gloeckner
Stephen Dobyns
Anne Bishop
Lalita Tademy
R. A. Forster
Aimee Liu
Cathy Maxwell
Harvey Karp
Barbara Bretton
Mike Ed Ashley
VICTOR GISCHLER
Loren Estleman
Ben Rehder
Fitzpatrick
Carl Jensen
Mitchell Stephens
Walter Cronkite
Pete Hamill
Dan Rather
Matt Drudge
Crosland Brown
PHILLIP M. MARGOLIN
Marcia Muller
Kasey Michaels
Bruce Robinson
Craig Spector
LOUIS SACHAR
Robert Fulghum
Susan H Okeefe
Joe Orton
Uta  Hagen
Josephine Carr
Allistair MacLean
Peter Benchley
Bob Uecker
James Blish
Diana Wynne Jones
Richard Erdoes
Jim Butcher
Ian Fleming
Anne Mccaffrey
E. L. Swann
Gentry Lee
John Vornholt
Dr. Seuss
Robbins
Robert Daley
Catherine Jones
E Annie Proulx
Running Press
Jared Diamond
Ian Frazier
Edain McCoy
John Dufresne
Fayrene Preston
Rand Miller
Scott Cunningham
Jelloun
Caela Farren
William E. Blundell
Andrew Delbanco
Marguerite Duras
Par Lagerkvist
Alice Kaplan
Jo Ann Beard
Dorothea Brande
Alexandre Dumas
Maxine Trottier
Mark Bricklin
Derek A Wilson
Iris Gadd
DANA FULLER ROSS
Kirsten Boie
Gillian Butler
Marjorie L. Lloyd
David Fontana
Mary Norton
Luis Sepulveda
Yahiya Emerick
MICHAEL GANNON
Brindley Louise
Robin Dalton
RaÃºl Torres
Felix Salten
R. J. Pineiro
Colin Forbes
Patricia Shaw
Anna Maria Ortese
Paul Doherty
Frauke Biehl
Amelie Nothomb
Alistair MacLean
Alison Lurie
Glenn Meade
Allan Folsom
Dorit Zinn
Petra Durst-Benning
Eva Maaser
Jaime Bayly
Lindy Arriaga DÃ­az
Laurens van der Post
Clara Pierre
Stephen Lawhead
Frederik Berger
Ruth Berger
Peter Berling
R. Conrad Stein
Susan R. Matthews
Kathy Tyers
Jerry Pournelle
Hogan P.
Don Wismer
Brian Daley
C. J. Cherryh
Anonymous
Phillip Margolin
Leonard Goldberg
MARGARET TRUMAN
Willie Morris
Piers Dudgeon
Marion Crawford
Josephine Cox
Faith Addis
F. Scott Fitzgerald
Sara Backer
Garth Nix
B. Lumsden Milne
Philip Plisson
Jan Siegel
Washington Irving
Cathy Guisewite
Charles M. Schulz
URSULA K. LE GUIN
Susan Cooper
Berkeley Breathed
Alison Stern
Chrstine Lehmann
Manuel de Pedrolo
Manuel L Alonso
Josep Maria EspinÃ s
DEANNE STILLMAN
Laura Levine
G. C. Barrett
Jim Razzi
Louisa M. Atcott
Gina Ingoglia
Carlos Collodi
P. L. Whitney
Carolyn Mackler
Robin Jones Gunn
Debbie Macomber
STEVE FRIEDMAN
Jane Hissey
First Grade Students of H. Byron Masterson Elementary
Margaret Landon
Julianna Baggott
Alex Boese
Webb Garrison
MEGAN MCCAFFERTY
Jill Davis
Charles Purdy
Greg Johnson
Jonathan Snow
Sylvia Thompson
Aileen Paterson
Molly Rice
David Ignatius
ALLISON PEARSON
Jonathan Tropper
Jenny Colgan
Cathy Hopkins
Melissa Miller
Katherine B. Chauncey
George Foreman
Betty Crocker Editors
Grange Books Ed
Robert W. Bly
Robert Strandquist
Victoria Moran
Debrena Jackson Gandy
Sally Warner
Daniel Jones
Kate Freiman
Seuss
Eric Carle
Stan Redding
Glenna McReynolds
Elizabeth Lowell
Ben Cohen
Teresa Medeiros
Daphne Rose Kingma
Johanna Spyri
SHARI LEWIS
Frances Mayes
Robert Crais
SUSAN LUDINGTON-HOE
John D. MacDonald
"Landrum B., Md Shettles"
SARA PARETSKY
Frances H. Burnett
Robin Wells
Lynn Erickson
John E. Sarno
Trudi Pacter
Quinn Taylor Evans
Janelle Taylor
Robert Tallant
Kattan Ibarra
Shirley Hazzard
TAMORA PIERCE
Felicity Trotman
Falcon Travis
Chip Lovitt
Harriet Grey
Robert A. Wilson
Owen Parry
Michael Perry
Chelsea Quinn Yarbro
Freeman Patterson
Malcolm Gladwell
Jiddu Krishnamurti
William Dalrymple
Paul Hoffman
Duncan J. Watts
Sarina Singh
Royina Grewal
Inez McAlister Faber
Dottie McDowell
Sally Beauman
Paul Solotaroff
Peter Singer
Henrik Ibsen
E.M. Forster
John F. McGrady
Pat Conroy
Norah Lofts
Robert T. Bakker
Suzanne Strempek Shea
Robb Forman Dew
Eric Nylund
Mary Margaret Kaye
Michael D. Warden
Thomas J. Stanley
Rosellen Brown
R.K. Narayan
George Mackay Brown
Spike Milligan
Thomas Paine
A. J. Hill
Sharon Sala
Guideposts Magazine
Marie Watts
Bill Richardson
JILL CONNER BROWNE
Katherine O'Neal
Giaconda Belli
R. Meadon
Fernando FernÃ¡n GÃ³mez
Rosa Maria Raich
Mijail Bulgakov
Alfred Doblin
Marianne Gray
Sherwood Anderson
Amy Paulsen
Julia Alvarez
CHRISTOPHER REICH
Mary Cantwell
Stefan Fatsis
Michael Kinsley
Eric Van Listbader
Hentoff
Debbie Dadey
"Charles, Dr Stanley"
Rick Carson
Eth Clifford
GARY PAULSEN
Caroline B. Cooney
Niccolo Ammaniti
WALTER DEAN MYERS
SCOTT O'DELL
Jerry Jenkins
Susan Richards Shreve
James Marshall
Walter Dean Myers
Edith Nesbit
Theodore Sturgeon
Robert L. Veninga
Janis Arnold
Cindy Bonner
Hannah Crafts
Jim Grimsley
ROBERT SIEGEL
RICHARD SCARRY
Mickey Spillane
John Knowles
DAVID HALBERSTAM
Will Ferguson
CAROL OFF
Anthony Lane
John Kennedy Toole
Richard Blow
Lisa Beamer
David Suzuki
John Connolly
J.M. Morris
Sara Lewis
Peters
Renee
Mickey Zucker Reichert
Lee Hogan
Judith Miller
T. R. Pearson
Bill Schultheis
Kim Johnson Gross
MARIO PUZO
Wilbur Witt
Iain Lawrence
Martin H. Greenberg
Peter Wright
Mary Stewart
Gore Vidal
Elizabeth George
Molly Cochran
Jim Collins
ROBERT PIRSIG
Troon McAllister
China Mieville
Chang-Rae Lee
TOM BRADBY
Jimmy Breslin
Adam Haslett
Victoria Price
Lloyd Alexander
D. E. Rogers
Douglas R. Robinson
Millenia Black
Laurie Fox
Wendy Northcutt
Martin Mull
Rubin Carter
Peter Carey
Cinammon Burke
Rosalind Laker
Mary McCullen
Anne L. Squire-Buresh
Nancy Thayer
Hunter S. Thompson
Karen Scalf Linamen
Sandor Marai
Alan Bennett
Luther Blissett
Miguel De Cervantes Saavedra
Helga Schneider
Salah Jamal
Santiago Alba Rico
Luca de Tena
Fernandez
Richard Craze
Javier Cercas
Emmanuelle Arsan
Jorge Bucay
Terenci Moix
Lucia Etxebarria
Delta Burke
Michael Johnston
Christopher Pike
Robert Simpson
Michael A. Martin
Heather Jarman
David R. George III
Ray Garton
Jan Burke
Ed Laing
A. Michael Kahn
Christine Green
Lewis Nordan
William Diehl
Julia Fenton
Vicki A. Brady
Diane Mott Davidson
LINDA DOBSON
Bob Barnes
Marvin Allen
Douglas Hobbie
Iris Gower
Antony Sher
Juan Ramon Jimenez
A.J. Jacobs
Marvin Harris
Lou Marinoff
John Allen Paulos
Susana Tamaro
Christie
Jack Welch
Conari Press
Andre Dubus III
Ria Fehlau
Tom Shales
Robert Goldsborough
ROBERT CRAIS
Jennifer Blake
Anna Pavord
S.D. Perry
John Straley
Julia Bell
Philip Larkin
Robert N. Munsch
Robin Quivers
Norman Maclean
S. E. Hinton
John Gunther
Richard Preston
Lenny Flank
Joy Adamson
Naguib Mahfouz
Wei Hui
Catherine Landis
Amanda Eyre Ward
Rachel Carson
DOUGLAS ADAMS
Tony Hawks
Lindsay Clarke
Karin McQuillan
Amy Thomson
Laura Joh Rowland
NEAL STEPHENSON
Marjorie B. Kellogg
Kage Baker
David Clement-Davies
Rachel Pollack
Emily Jenkins
Mirika Mayo Cornelius
Victor H. Krulak
Mary Ann Lamanna
Michael Drosnin
John Searles
Carol Grace
Tom Stone
Sheri Reynolds
Bonnie Bluh
ADRIANA TRIGIANI
Gloria Murphy
Pat Shipman
Donald Thomas
Benedict Freedman
LUANNE RICE
Elizabeth Berg
Roxana Robinson
Willard Scott
Laurie Graham
Anne D. Leclaire
Parnell Hall
Catherine Anderson
Nikki Rivers
Dallas Schulze
Muriel Jenson
Emma Craig
Nancy Pearl
Tim Winton
Tim Gautreaux
Jim Fergus
Randall Robinson
Jim Marrs
Edwin A. Abbott
O. Henry
James P. Hogan
Wayne Weible
Camilo Jose Cela
Jeremy Harwood
Jim Underwood
Pearl Cleage
Marlo Morgan
Gary Meier
Ernest Hillen
Deirdre Madden
D.H. Lawrence
Stella Braam
Frank DeLaney
Hartmut Bieg
Barbara Pierce
Dinah McCall
Betina Krahn
Bertrice Small
Kathy Love
Lisa Plumley
Cait London
Lauren Baratz-Logsted
Annie Gottlieb
Vicki Lewis Thompson
Tony Johnston
Ken Munro
Liz Smith Parkhurst
Thomas King
HansjÃ?Â¶rg Schneider
Botho Strauss
Erika Burkart
Boll
Freya von Moltke
Reinhard Delau
HansjÃ¶rg Schneider
Christina Viragh
Jacques Wirz
Linda Brower Meeks
Paul Lukas
FRITJOF CAPRA
Suanne Kelman
John Seabrook
Lionel Tiger
Hal Niedzviecki
Ernest Becker
Woody Allen
Tim Burton
Steve Moss
Tim Lott
James M. Cain
DASHIELL HAMMETT
Benjamin Anastas
Jose Saramago
Jack Zipes
Arthur Nersesian
Walter Kirn
Roxanne Henke
Wendy Corsi Staub
Joshua Piven
Hugh Ross Williamson
Cindy Ribarich
Bill Lessard
Harold Schechter
Lesley Adkins
Ian Gibson
Jan Bondeson
Richard M. Stallman
Vaughn Bullard
Mary Gentle
Philip Hazel
Bird
TIM O'BRIEN
Stephen Williams
Noel Perrin
Natalie Angier
Laurie R. King
Lawrence Lessig
Anthony Everitt
Michael J. Nelson
STEPHEN KENDRICK
Randall Kennedy
Rochelle Morton
Jeff Kelly
Thomas Lynch
Larry L King
BEN MACINTYRE
David M. Friedman
Cheryl Rilly
David Hagberg
Eugenia Price
Luciano De Crescenzo
Edward McNall Burns
Steven Alter
Xavier Patier
Jacques Serguine
Helge Schneider
Anita Desai
Gladys Taylor
W. P. Kinsella
